|||Sütunlar||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||2012|17355.0|1.0|39368.0|97.0||1944.0||66500.0|24607.0||10127.0|3068.0||207.0|36.0|||351.0|130.0||16706.0|11803.0|159791.0|31019.0|141201.0|||0.0|20818.0|24870.0|||0.0||0.0||||5112.0|49939.0|6076.0|11810.0|||403.0|0.0|0.0|||0.0||112.0|||||
||2013|37930.0|1.0|27216.0|66.0||2626.0||47546.0|18559.0|198.0|15645.0|3745.0||230.0|27.0|||402.0|157.0||58335.0|9904.0|187466.0|25875.0|134045.0||||18858.0|20906.0|||||||||5398.0|48188.0|6130.0|15655.0|||437.0|||||||246.0|||||
||2014|38522.0|1.0|20721.0|65.0||3050.0||35002.0|12602.0|180.0|16763.0|3674.0||142.0|20.0|||240.0|86.0||41600.0|12149.0|187538.0|35225.0|157263.0||581.0||17937.0|12146.0||||10.0|14.0||||3077.0|35808.0|6587.0|12887.0|||467.0|765.0|1393.0|||||201.0|||||
||2015|39377.0|1.0|20567.0|69.0||2854.0||34743.0|12507.0|300.0|21251.0|4000.0||76.0|14.0|||129.0|46.0||50436.0|13273.0|203802.0|32872.0|170093.0||986.0||15445.0|9501.0|||||16.0||||3903.0|37628.0|5974.0|13369.0|||489.0|858.0|1347.0|||||172.0|||||
||2016|40969.0||17610.0|99.0|4.0|1953.0||29349.0|10565.0|422.0|20960.0|3636.0||67.0|114.0|||112.0|40.0||34868.0|8988.0|183140.0|26463.0|151208.0||86.0||14684.0|8687.0|||||15.0||||3094.0|48517.0|5262.0|24816.0|||475.0|888.0|1264.0|||||216.0|||||
||2017|29413.0||19145.0|46.0||1845.0||31909.0|11486.0|43.0|22369.0|1538.0||86.0|71.0|||143.0|51.0||23688.0|6309.0|191901.0|18060.0|163439.0||40.0||16230.0|4563.0|||||1.0||||1813.0|53680.0|3540.0|22725.0|||413.0|536.0|682.0|||||249.0|||||
||2018|24399.0||24203.0|38.0||1804.0||40337.0|15328.0|37.0|20297.0|1363.0||179.0|6.0|||298.0|113.0||25538.0|7587.0|128978.0|26321.0|153570.0||299.0||43175.0|1973.0|||||1.0||||1844.0|47281.0|2011.0|21292.0|||324.0|2884.0|345.0|||||286.0|||||
||2019|22871.0||20887.0|34.0||2185.0||34814.0|12880.0|31.0|31132.0|1097.0||155.0|55.0|||259.0|95.0||22879.0|6245.0|116839.0|7036.0|146446.0||465.0||43555.0|803.0|||||1.0||||1518.0|49031.0|1156.0|22213.0||33.0|312.0|4010.0|220.0|||||232.0|||||
||2020|31809.0||15417.0|59.0||3027.0||25695.0|9507.0|60.0|36164.0|977.0||796.0|62.0|||1326.0|490.0||27810.0|10320.0|135936.0|8220.0|148206.0|125.0|870.0||34255.0|1875.0|||||2.0||||2334.0|57091.0|1656.0|21846.0|70.0||328.0|3536.0|176.0|||||231.0|||||
||2021|21979.0|610.0|17968.0|76.0||5883.0||29947.0|11081.0||39561.0|425.0||560.0|19.0|||932.0|344.0||26615.0|8593.0|126448.0|5188.0|130888.0|76.0|2444.0||18112.0|3491.0|||||3.0||||2591.0|59066.0|1361.0|24414.0|56.0||178.0|1594.0|231.0|||||188.0|||||
|Afyonkarahisar-3|2011|646.0|||151.0||422771.0|213.0||||176197.0||||||||||48540.0||||||||||||||||||||||||||||||||||||
||2012|571.0|||153.0||433460.0|3.0||||179330.0||||||||||45160.0|54815.0|180616.0|3045.0|180602.0|941.0|1303.0|191.0|3401.0|5.0|962.0|2.0|328.0|0.0|2515.0|1381.0|||56988.0|112586.0|3002.0|88530.0|315.0|508.0|1221.0|1353.0|0.0|199.0|9.0|5.0|0.0|2726.0|2261.0||||
||2013|811.0|||214.0||306377.0|3.0||||213333.0||||||||||54293.0|57332.0|177539.0|3498.0|217848.0|1698.0|1319.0|196.0|3596.0|1.0|838.0|7.0|798.0||2237.0|1611.0|||74025.0|123457.0|3341.0|111300.0|177.0|604.0|1667.0|2499.0||74.0|11.0|6.0||3590.0|2137.0||||
||2014|980.0|||202.0||301579.0|3.0||||247787.0||||||||||66311.0|50249.0|141860.0|3868.0|172530.0|1238.0|841.0|188.0|3112.0||836.0|3.0|1359.0||2199.0|1919.0|||65086.0|100553.0|3977.0|95455.0|170.0|440.0|1630.0|1893.0||36.0|2.0|17.0||3040.0|1990.0||||
||2015|781.0|||207.0||434929.0|3.0||||264219.0||||||||||59375.0|63073.0|188540.0|3750.0|234949.0|1456.0|1046.0|187.0|3270.0||830.0||761.0||2127.0|1559.0|||99587.0|133327.0|3861.0|105506.0|169.0|468.0|1504.0|2011.0||33.0||34.0||2731.0|2130.0||||
||2016|831.0|||159.0||476900.0|3.0||||268075.0||||||||||68078.0|62864.0|164871.0|2860.0|205846.0|1393.0|766.0|188.0|3390.0||743.0|0.0|1357.0||2090.0|1501.0|||73825.0|95631.0|1083.0|83722.0|163.0|610.0|1507.0|2170.0||32.0||79.0||6075.0|2063.0||||
||2017|753.0|||226.0||473016.0|3.0||||275119.0||||||||||70241.0|63262.0|206557.0|2472.0|198125.0|3057.0|3637.0|124.0|2703.0||650.0||1158.0||1811.0|1848.0|||79534.0|104657.0|1303.0|92394.0|531.0|1328.0|1402.0|2187.0||30.0||40.0||9547.0|2321.0||||
||2018|790.0|||88.0||455352.0|3.0||||326549.0||||||||||83383.0|77095.0|190554.0|2553.0|192299.0|4081.0|3648.0|90.0|2716.0||543.0|38.0|1054.0||1134.0|1930.0|||65271.0|104265.0|1060.0|102567.0|614.0|1538.0|1518.0|955.0||8.0|43.0|45.0||11375.0|2336.0||||
||2019|16687.0|||76.0||532410.0|3.0||||359116.0|||||||||7.0|95513.0|76283.0|196906.0|3243.0|176924.0|4959.0|4983.0|68.0|1959.0||466.0|35.0|950.0||1688.0|2163.0|||62246.0|100329.0|1298.0|93465.0|855.0|1727.0|1308.0|749.0||11.0|408.0|32.0||12497.0|2820.0|105.0|||
||2020|19786.0|||212.0||551453.0|||||466289.0||||||||||116898.0|80974.0|191920.0|2207.0|196935.0|8175.0|6214.0|43.0|1284.0||133.0|36.0|731.0|11.0|2816.0|2293.0|||93476.0|102621.0|1512.0|106925.0|882.0|2849.0|1786.0|399.0||7.0|448.0|27.0|49.0|10616.0|4631.0||||
||2021|30307.0|||85.0||562927.0|||||517271.0|331.0|||||||||148558.0|54725.0|137837.0|1121.0|127495.0|5183.0|4437.0|35.0|1063.0|64.0|78.0|29.0|522.0|5.0|2853.0|899.0|||85633.0|109073.0|1314.0|119887.0|746.0|2996.0|2472.0|361.0||3.0|384.0|19.0|139.0|12805.0|4422.0|38.0|||
|Ağrı-4|2011||||||2250.0|||||3700.0||||||||||||||||||||||||||||||||||||||||||||||
||2012||||||1680.0|||||4730.0|||||||||||0.0|114892.0|0.0|47490.0|||0.0|125.0||334.0|13.0|6.0||0.0||||0.0|51774.0|0.0|24236.0|||0.0|58.0||355.0|0.0|147.0||502.0|||||
||2013||||||1836.0|||||14805.0||||||||||||123898.0||62484.0||||152.0|875.0|300.0||71.0|||||||87682.0||39585.0||||69.0||277.0||||885.0|||||
||2014||||||1934.0|||||14020.0||||||||||||104711.0||52615.0||||84.0|672.0|253.0|||||||||64993.0||34205.0||||66.0||228.0||578.0||852.0|||||
||2015||||||1416.0|||||19702.0||||||||||||83206.0||48506.0||12.0||88.0|497.0|243.0|||||||||69985.0||33073.0||||52.0||177.0||528.0||833.0|||||
||2016||||||765.0|||||25503.0||||||||||||85216.0||52573.0||||455.0|915.0|595.0|||||||||67777.0||34288.0||||58.0||431.0||640.0||1170.0|||||
||2017||||||1099.0|||||24571.0||||||||||||74186.0||44126.0|4.0|86.0||143.0|875.0|225.0||||1350.0|||||63077.0||45260.0|24.0|3.0||42.0||93.0||790.0||2262.0|60.0||||
||2018||||||813.0|||||24634.0||||||||||||72479.0||45597.0|5.0|362.0||162.0|952.0|245.0||||1398.0|||||59089.0||48953.0|9.0|5.0||45.0|6.0|91.0||725.0||2892.0|54.0||||
||2019||||||572.0|||||19859.0||||||||||||51887.0||39811.0|46.0|23.0||171.0|183.0|106.0||||1893.0|||||56990.0||47170.0|158.0|10.0||55.0|78.0|44.0||8.0||2373.0|58.0||||
||2020||||||906.0|||||21831.0||||||||||||104785.0||77307.0|250.0|1443.0||63.0|402.0|101.0||||1478.0|||||72290.0||56018.0|361.0|639.0||1425.0|29.0|68.0||7.0||2672.0|1343.0||||
||2021||||||1210.0|||||38687.0||||||||||||60904.0||44785.0|158.0|533.0||45.0|254.0|51.0||||737.0|||||64348.0||48228.0|777.0|640.0||1099.0|26.0|36.0||5.0||2369.0|633.0||||
|Aksaray-68|2011|10911.0|||||206134.0|||||100395.0||||||||||32617.0||||||||||||||||||||||||||||||||||||
||2012|9506.0|||||209306.0|||||128235.0||||||||||43550.0|4408.0|109107.0|74186.0|106638.0|161.0|440.0|3314.0|9529.0||1194.0||195.0||209.0|10.0||0.0|35615.0|108749.0|14498.0|33036.0|0.0|0.0|1430.0|150.0||7.0||90.0||27465.0|4859.0||2861.0||
||2013|10877.0|||||173756.0|||||278020.0||||||||||56242.0|5296.0|109982.0|59581.0|133610.0|148.0|188.0|3133.0|7177.0||840.0||1316.0||1450.0|631.0|||25636.0|117879.0|12206.0|56219.0|||1460.0|167.0||9.0||414.0||46835.0|3038.0||5096.0||
||2014|8293.0|||||239728.0|||||347502.0||||||||||54950.0|7830.0|48444.0|28935.0|61772.0|68.0|129.0|4527.0|5845.0||314.0||909.0||412.0|1006.0|||17068.0|88181.0|10118.0|56310.0|||1140.0|175.0||8.0||623.0||45424.0|5008.0||3984.0||
||2015|38073.0|||||242302.0|||||430217.0||||||||||63020.0|7324.0|130310.0|59591.0|155994.0|173.0|246.0|5877.0|6769.0||250.0||1409.0||237.0|1447.0|||30445.0|158706.0|12029.0|100008.0|||1039.0|141.0||||621.0||41748.0|8841.0||2000.0||
||2016|68154.0|||||210959.0|||||488817.0||||||||||76550.0|7201.0|103204.0|43230.0|141523.0|122.0|165.0|142.0|6255.0||148.0||2054.0||196.0|1057.0|||27478.0|99950.0|11325.0|73573.0|||5408.0|130.0||||509.0||24512.0|9266.0||900.0||
||2017|73233.0|||||207810.0|||||501065.0||||||||||63150.0|7470.0|105772.0|24818.0|166344.0|417.0|498.0|141.0|5789.0||159.0||3575.0||437.0|1067.0|||26852.0|124673.0|13821.0|77400.0|||2527.0|125.0||||288.0||34984.0|9074.0||330.0||
||2018|83901.0|||||202371.0|||||653839.0||||||||||64650.0|9793.0|99761.0|18118.0|174586.0|358.0|436.0|132.0|7845.0||132.0||3010.0||439.0|1067.0|||30700.0|107808.0|6882.0|81527.0|41.0|82.0|2577.0|113.0||||191.0||31166.0|13080.0||343.0||
||2019|97040.0|||||239650.0|||||571101.0||||||||||71259.0|7468.0|86068.0|14107.0|168931.0|439.0|475.0|132.0|7746.0||66.0||2431.0||415.0|1220.0|||19529.0|105660.0|5945.0|79808.0|36.0|75.0|3317.0|111.0||||216.0||19939.0|15113.0||288.0||
||2020|79129.0|||||250349.0|||||609495.0||||||||||89515.0|8697.0|82925.0|17400.0|178600.0|545.0|450.0|138.0|7218.0||51.0|26.0|2242.0||435.0|1215.0|||17226.0|106033.0|6282.0|77519.0|51.0||5673.0|109.0|||292.0|241.0||19866.0|16338.0||261.0||
||2021|83766.0|||||309132.0|||||758500.0||||||||||119325.0|6050.0|59432.0|11184.0|136878.0|1345.0|347.0|108.0|7774.0||43.0|29.0|2001.0||505.0|613.0|||18906.0|116447.0|6284.0|85122.0|42.0|5040.0|6229.0|117.0|||287.0|231.0||31658.0|29143.0||267.0||
|Amasya-5|2011|14589.0|||||16214.0||||125.0|75692.0||||||||||21378.0||||||||||||||||||||||||||||||||||||
||2012|23366.0|||||12235.0|||||135751.0|108.0|||||||||29000.0|16770.0|163848.0|0.0|61855.0|359.0|1077.0|145.0|6598.0||34.0|0.0|140.0|0.0|11984.0|||0.0|0.0|154699.0|0.0|11274.0|14.0|40.0|155.0|0.0||0.0|0.0|20.0|0.0|10487.0|||0.0||
||2013|54800.0|||||11018.0|||||190013.0|268.0|||||||||48020.0|8783.0|163509.0||74092.0|881.0|2347.0|164.0|5055.0||121.0||610.0||14909.0|||||136120.0||10693.0|100.0|49.0|157.0|||||316.0|218.0|20537.0|||||
||2014|53535.0||||1321.0|9097.0|||||167725.0|186.0|||||||||28850.0|6728.0|102264.0||39482.0|647.0|1545.0|164.0|2833.0||90.0||1039.0||11400.0|||||101721.0||19972.0|78.0|45.0|150.0|||||415.0|81.0|28380.0|||||
||2015|61883.0||||1310.0|18405.0|||||190331.0|173.0|||||||||39075.0|9548.0|177293.0||64207.0|1343.0|3730.0|108.0|3153.0||91.0||1284.0||10969.0|||||158443.0||12410.0|97.0|331.0|149.0|||||564.0|72.0|24055.0|||||
||2016|65739.0||||1305.0|18105.0|||||273620.0|123.0|||||||||42500.0|8686.0|201308.0||62716.0|1322.0|3096.0|82.0|3024.0||130.0||997.0||10752.0|||||111762.0||10322.0|96.0|219.0|239.0|||2.0||390.0|160.0|22370.0|||||
||2017|64924.0||||1081.0|25640.0|||||263458.0|115.0|||||||||38828.0|10092.0|185267.0||58949.0|1516.0|3315.0|90.0|2243.0||172.0||979.0||10339.0|||||113162.0||9976.0|80.0|209.0|272.0|||||449.0|42.0|22878.0|||||
||2018|61386.0||||1047.0|26892.0|||||273373.0||||||||||32065.0|10385.0|185530.0||57697.0|2183.0|4345.0|65.0|2165.0||182.0||661.0||10346.0|||||106215.0||9484.0|115.0|255.0|291.0|||||180.0|46.0|22020.0|||||
||2019|64880.0||||1041.0|36679.0|||||290131.0||||||||||52948.0|10977.0|184748.0||60402.0|1455.0|5881.0|80.0|1813.0||164.0||492.0||12517.0|||||120853.0||11373.0|106.0|606.0|263.0|||||63.0|37.0|27324.0|||||
||2020|65681.0||||1880.0|49460.0|||||319345.0||||||||||59090.0|11437.0|166652.0||54256.0|880.0|5520.0|49.0|1678.0||159.0||274.0||13154.0|||||116767.0||11445.0|97.0|577.0|445.0|||||59.0|32.0|33933.0|||||
||2021|62574.0||||1809.0|39333.0|||||185116.0||||||||||34513.0|7319.0|66458.0||22825.0|726.0|2580.0|48.0|1311.0|1.0|106.0||172.0||12590.0|43.0||||137961.0||28437.0|263.0|1214.0|435.0|||||69.0|30.0|35164.0|159.0||||
|Ankara-6|2011|3198.0|||5.0||3636.0|100.0|||1325.0|129966.0||||||||||660.0||||||||||||||||||||||||||||||||||||
||2012|2217.0|||4.0||2971.0|100.0|0.0||829.0|148960.0||||||||||500.0|48967.0|858105.0|42486.0|485756.0|19816.0|1325.0|111.0|17881.0|4.0|3079.0||6906.0||6400.0|21333.0|||10640.0|108988.0|2223.0|20504.0|0.0|48.0|1191.0|188.0|0.0|1.0||500.0||5249.0|3830.0||||
||2013|3877.0|||2.0||2340.0|103.0||||170241.0||||||||||550.0|65712.0|958269.0|56702.0|599160.0|20447.0|2309.0|89.0|21454.0|3.0|2785.0|12.0|22431.0||7148.0|19954.0|||11653.0|118346.0|2331.0|25571.0||40.0|1338.0|211.0||4.0||2445.0||5863.0|2246.0||||
||2014|7381.0|||2.0|960.0|3537.0|80.0||||222613.0||||||||||1100.0|49538.0|672195.0|45742.0|394469.0|18573.0|2226.0|86.0|18164.0|0.0|1527.0||29475.0||5942.0|20054.0|||9144.0|86233.0|2306.0|17247.0||35.0|1214.0|180.0||5.0||5781.0||4458.0|3423.0||||
||2015|6453.0|||1.0|1019.0|5803.0|194.0||||225916.0||||||||||1000.0|64709.0|957140.0|61452.0|605020.0|25400.0|1824.0|83.0|22283.0|4.0|1532.0||34862.0||4945.0|32801.0|||12353.0|116353.0|1648.0|20608.0||33.0|1336.0|180.0||5.0||4466.0||4691.0|3494.0||||
||2016|6559.0|||1.0|1107.0|8012.0|180.0||||186454.0||||||||||18850.0|110922.0|976678.0|25238.0|615386.0|21717.0|1454.0|87.0|25977.0|200.0|1485.0||23619.0||4668.0|24608.0|||11084.0|106992.0|750.0|23791.0||22.0|1291.0|195.0|5.0|6.0||3327.0||4636.0|3191.0||||
||2017|7444.0|||0.0|961.0|18595.0|900.0||||216660.0||||||||||20625.0|92027.0|870321.0|16172.0|523374.0|20936.0|1711.0|77.0|35377.0|2369.0|1402.0||13048.0||4645.0|23344.0|||10565.0|117587.0|480.0|27872.0||18.0|1169.0|20.0|5.0|1.0||1172.0||5275.0|2913.0||||
||2018|11536.0|||0.0|1691.0|11755.0|||||254211.0||||||||||21625.0|80146.0|865287.0|16252.0|529133.0|25305.0|1930.0|72.0|57941.0|1727.0|2042.0||5681.0||4201.0|15770.0|||8573.0|139258.0|370.0|26325.0||17.0|1007.0|18.0|5.0|1.0|1809.0|77.0||8267.0|3208.0||||
||2019|33397.0|1.0||1.0|1684.0|19155.0||||160.0|380123.0||||||||||21963.0|65423.0|872351.0|8250.0|607722.0|28074.0|3909.0|65.0|67853.0|3099.0|1727.0|19.0|3395.0|12.0|4840.0|8742.0|||5998.0|109260.0|2371.0|30748.0|19.0|18.0|986.0|95.0|5.0|1.0|7395.0|75.0||5785.0|1955.0||||
||2020|32815.0|2.0||2.0|1770.0|23803.0|||||386807.0||||||||||26675.0|78504.0|787773.0|11984.0|759903.0|49423.0|6061.0|24.0|93362.0|2069.0|1922.0|30.0|5650.0|43.0|7946.0|2583.0|||8155.0|100096.0|2732.0|38300.0|3.0|18.0|695.0|114.0|6.0|8.0|4900.0|25.0||5563.0|1185.0||||
