|||Sütunlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||2006|42991.0||2037.0|23451.0||||180.0|||||||||||64090.0|99830.0||10173.0|3185.0|2272.0|1573.0|11591.0|0.0|28240.0|9684.0|3226.0|485.0|1315.0|0.0|0.0|0.0||||151.0|||5.0|3269.0|0.0|70.0|30.0|5072.0||0.0|16.0|0.0|2010.0|40.0||||800.0|||84.0||||
||2007|42881.0|10.0|2067.0|23455.0||||180.0|||||||||||65287.0|100617.0||10387.0|4765.0|2175.0|1613.0|12015.0|50.0|29610.0|9790.0|3325.0|495.0|1365.0|0.0|0.0|0.0||||162.0|||5.0|3407.0|0.0|70.0|33.0|5497.0||0.0|87.0|0.0|2010.0|400.0||||800.0|||94.0||||
||2008|43261.0|10.0|2020.0|21970.0||||180.0|||||||||||69652.0|107750.0||2710.0|5408.0|2228.0|1643.0|12766.0|50.0|35529.0|9795.0|3614.0|518.0|1412.0|0.0|0.0|0.0||||172.0|||5.0|2810.0|0.0|70.0|33.0|3147.0||0.0|128.0|0.0|2010.0|400.0||||800.0|||112.0||||
||2009|52421.0|10.0|2020.0|21785.0||||100.0|||||||||||78237.0|116525.0||3115.0|7803.0|2286.0|1713.0|13457.0|50.0|36349.0|9705.0|3964.0|658.0|1645.0|0.0|0.0|0.0||0.0||170.0|||5.0|4280.0|0.0|97.0|33.0|3383.0||0.0|138.0|3.0|210.0|40.0|||||||102.0||||
||2010|52114.0|10.0|2020.0|20992.0||||5.0|||||||||||78405.0|115815.0||3510.0|12385.0|2454.0|1718.0|15032.0|50.0|38695.0|8695.0|3959.0|690.0|1710.0|0.0|0.0|0.0||0.0||168.0|||5.0|5926.0|0.0|97.0|33.0|3658.0||0.0|156.0|3.0|210.0|40.0|||||||101.0||||
||2011|52184.0|10.0|1820.0|20731.0||||5.0|||||||||||73888.0|112199.0||4817.0|15818.0|2691.0|1738.0|15414.0|50.0|44217.0|7930.0|4085.0|705.0|1752.0|0.0|0.0|0.0||0.0||170.0|||0.0|5893.0|0.0|92.0|33.0|5191.0||0.0|156.0|3.0|210.0|40.0|||||||60.0||||
||2012|46239.0|10.0|1820.0|18926.0||||5.0|||||||||||75270.0|117066.0||5415.0|19868.0|2821.0|1996.0|17914.0|51.0|48552.0|8063.0|4080.0|675.0|2336.0|0.0|0.0|0.0||5.0||168.0|||12.0|6473.0|0.0|92.0|33.0|6243.0||0.0|163.0|3.0|210.0|40.0|||||||26.0||||
||2013|45392.0|10.0|1725.0|18907.0||||6.0|||||||||||75158.0|115478.0||5587.0|20555.0|2881.0|2088.0|18520.0|51.0|51429.0|8964.0|5329.0|683.0|2628.0|0.0|0.0|0.0||6.0||169.0|||15.0|6966.0|0.0|79.0|35.0|6636.0||0.0|170.0|28.0|217.0|50.0|||||||25.0||||
||2014|45401.0|10.0|1455.0|16915.0||||6.0|||||||||||75826.0|115789.0||6448.0|25585.0|2934.0|2095.0|19572.0|41.0|52454.0|9182.0|5381.0|680.0|2694.0|0.0|3.0|0.0||7.0|78.0|342.0|||16.0|6931.0|0.0|77.0|40.0|7388.0||10.0|171.0|28.0|218.0|52.0|||||||25.0||||
||2015|46231.0|10.0|1305.0|17816.0||||6.0|||||||||||75683.0|116046.0||6450.0|27943.0|3198.0|2227.0|22792.0|34.0|53762.0|8662.0|5633.0|692.0|2967.0|0.0|3.0|0.0||7.0|82.0|850.0|||16.0|6990.0|0.0|74.0|40.0|7659.0||26.0|172.0|28.0|238.0|52.0|||||||31.0||||
||2016|45344.0|9.0|1236.0|17690.0||||6.0|||||||||||75279.0|117653.0||6490.0|28715.0|3840.0|2360.0|23403.0|34.0|54268.0|8598.0|5682.0|665.0|3134.0|0.0|3.0|0.0|24.0|7.0|82.0|1081.0|||16.0|6927.0|0.0|65.0|40.0|9454.0||26.0|170.0|28.0|250.0|52.0|||||||22.0|||350.0|
||2017|42975.0||746.0|15661.0||||6.0|||||||||||76930.0|117458.0||6375.0|30745.0|3739.0|2292.0|23763.0|28.0|55330.0|8236.0|6153.0|701.0|3474.0||0.0|0.0|24.0||82.0|1107.0|||0.0|6542.0|0.0|62.0||10154.0||16.0|183.0|18.0|249.0|54.0|||||||25.0|||230.0|
||2018|47404.0||565.0|19478.0||||6.0|||||||||||75065.0|116788.0||6061.0|29571.0|3759.0|2193.0|24006.0|25.0|53319.0|8175.0|5737.0|607.0|3359.0||0.0|0.0|40.0||82.0|1128.0|||0.0|5312.0|0.0|58.0||12165.0||16.0|185.0|18.0|252.0|54.0|||||||25.0|||288.0|
||2019|42642.0||545.0|16518.0||||6.0|||||||||||75515.0|116794.0||6125.0|29913.0|3821.0|2260.0|24520.0|5.0|51330.0|8144.0|5319.0|623.0|3468.0||0.0|0.0|40.0||50.0|1125.0|||0.0|5866.0|0.0|61.0||14014.0||16.0|190.0|13.0|254.0|54.0|||||||18.0|||268.0|
||2020|42403.0||545.0|16113.0||||35.0|||||||||||76205.0|118930.0||6251.0|29664.0|3966.0|2358.0|26439.0|0.0|53387.0|8602.0|5333.0|629.0|3743.0||0.0|0.0|40.0||50.0|1269.0|||11.0|6520.0|0.0|70.0||15138.0||16.0|275.0|14.0|587.0|65.0|||||||19.0|||195.0|
||2021|27662.0||395.0|15055.0||||37.0|||||||||||74619.0|115020.0||6035.0|27178.0|3858.0|2242.0|25930.0|0.0|51475.0|8204.0|5253.0|608.0|5018.0||0.0|0.0|40.0||50.0|1034.0|||22.0|6540.0|3.0|78.0||17858.0||22.0|271.0|13.0|677.0|130.0|||||||21.0|||20.0|
|İstanbul-34|2004|110.0||220.0|120.0||||0.0|||||||||||740.0|440.0|10.0|20.0|240.0|460.0|140.0|10.0|10.0|220.0|30.0|40.0|10.0|130.0|0.0|0.0|0.0||10.0|10.0|10.0|||30.0|10.0||21740.0||200.0||10.0|10.0|10.0|0.0||||||||||||
||2005|100.0||20.0|120.0||||0.0|||||||||||700.0|410.0|10.0|20.0|210.0|350.0|80.0|10.0|10.0|210.0|30.0|50.0|0.0|80.0|0.0|0.0|0.0||10.0|10.0|20.0|||30.0|10.0|0.0|21740.0||190.0||0.0|10.0|30.0|0.0||||||||||||
||2006|80.0||410.0|100.0||||0.0|||||||||||665.0|334.0|10.0|20.0|170.0|186.0|40.0|40.0|5.0|152.0|20.0|50.0||52.0|0.0|0.0|0.0||10.0||5.0|||5.0|200.0|0.0|21744.0||780.0||5.0|0.0|0.0|||||||||||||
||2007|60.0||410.0|130.0||||0.0|||||||||||637.0|304.0|10.0|29.0|115.0|156.0|20.0|25.0|0.0|187.0|20.0|60.0||22.0|0.0|0.0|0.0||10.0|4.0|5.0|||10.0|201.0|0.0|21744.0||671.0||0.0|0.0|0.0|||||||||||||
||2008|60.0||410.0|130.0||||0.0|||||||||||687.0|304.0|10.0|29.0|115.0|156.0|20.0|25.0|0.0|227.0|20.0|60.0||22.0|0.0|0.0|0.0||10.0|4.0|5.0|||0.0|203.0|0.0|21617.0||711.0||0.0|0.0|0.0|||||||||||||
||2009|54.0|70.0|440.0|130.0||||0.0|||||||||||614.0|461.0|10.0|39.0|135.0|176.0|20.0|25.0|0.0|867.0|20.0|60.0||22.0|0.0|0.0|0.0||38.0|4.0|6.0|||0.0|456.0|0.0|21617.0||3038.0||0.0|0.0|0.0|||||||||||||
||2010|54.0|70.0|440.0|130.0||||0.0|||||||||||629.0|481.0||10.0|179.0|166.0|20.0|25.0|0.0|859.0|20.0|60.0||22.0|0.0||0.0||66.0||6.0|||0.0|406.0|0.0|21617.0||2815.0||0.0|0.0|0.0|||||||||||||
||2011|54.0|70.0|340.0|100.0||||0.0|||||||||||589.0|466.0||10.0|189.0|170.0|43.0|25.0|0.0|231.0|30.0|60.0||32.0|0.0||5.0||44.0|5.0|6.0|||0.0|456.0|0.0|21617.0||2422.0||0.0|30.0|0.0|||||||||||||
||2012|54.0|70.0|340.0|10.0||||0.0|||||||||||567.0|469.0||10.0|180.0|168.0|43.0|25.0|0.0|229.0|30.0|56.0||32.0|0.0||5.0||45.0|9.0|6.0||35.0|0.0|463.0|0.0|21617.0||2637.0||0.0|30.0|0.0|||||||||||||
||2013|54.0|70.0|320.0|10.0||||0.0|||||||||||519.0|430.0||10.0|176.0|151.0|42.0|10.0|0.0|208.0|30.0|19.0||30.0|0.0||5.0||44.0|9.0|5.0|25.0|35.0|0.0|459.0|0.0|21861.0||2522.0||0.0|30.0|0.0|||||||||||||
||2014|54.0|80.0|340.0|10.0||||0.0|||||||||||338.0|279.0||0.0|170.0|121.0|42.0|10.0||182.0|30.0|19.0||30.0|0.0||5.0||44.0|9.0|4.0|25.0|35.0|0.0|435.0|0.0|21856.0||2486.0||0.0|30.0|0.0|||||||||||||
||2015|54.0|80.0|340.0|10.0||||0.0|||||||||||331.0|266.0||0.0|170.0|121.0|42.0|10.0||182.0|30.0|19.0||30.0|0.0||5.0||44.0|9.0|4.0|25.0|14.0|0.0|436.0|0.0|21861.0||2983.0||0.0|30.0|0.0|||||||||||||
||2016|54.0|80.0|340.0|10.0||||0.0|||||||||||331.0|266.0||0.0|170.0|121.0|42.0|10.0||182.0|30.0|19.0||30.0|0.0||5.0||44.0|9.0|4.0|25.0|14.0|0.0|406.0|0.0|21861.0||3053.0||0.0|30.0|0.0|||||||||||||
||2017|54.0|82.0|331.0|||||0.0|||||||||||336.0|267.0||0.0|370.0|177.0|48.0|10.0||182.0|16.0|19.0||70.0|0.0||5.0||44.0|9.0|4.0|25.0|14.0|0.0|195.0|0.0|21867.0||2986.0||0.0|30.0|0.0|||||||||||||
||2018|56.0|80.0|326.0|||||0.0|||||||||||331.0|266.0||0.0|370.0|177.0|48.0|10.0||182.0|16.0|19.0||70.0|||5.0||44.0|9.0|4.0|25.0|14.0|5.0|206.0|0.0|21867.0||3117.0||0.0|25.0|0.0|||||||||||||
||2019|54.0|80.0|326.0|||||0.0|||||||||||331.0|266.0||0.0|370.0|177.0|48.0|10.0||182.0|16.0|19.0||70.0|||5.0||44.0|9.0|4.0|25.0|14.0|5.0|206.0|0.0|21867.0||3314.0||0.0|25.0|0.0|||||||||||||
||2020|54.0|80.0|326.0|||||2.0|||||||||||321.0|256.0||0.0|370.0|177.0|48.0|10.0||182.0|16.0|19.0||70.0|||5.0||44.0|9.0|5.0|25.0|14.0|6.0|200.0|0.0|21867.0||3306.0||0.0|25.0|0.0|||||||||||||
||2021|54.0|80.0|326.0|||||2.0|||||||||||321.0|256.0||0.0|370.0|177.0|48.0|10.0||182.0|16.0|19.0||70.0|||5.0||44.0||4.0|50.0||6.0|200.0|0.0|21867.0||3477.0||0.0|25.0|0.0|||||||||||||
|İzmir-35|2004|39770.0|63670.0|17670.0|1730.0|101040.0|||74240.0||370.0|420.0|10.0|20.0|43250.0|40.0||150.0||2690.0|3620.0|100.0||930.0|2070.0|390.0|2700.0|0.0|43540.0|450.0|41560.0|350.0|5700.0|||0.0||10.0|10.0|1430.0|||0.0|810.0|20950.0||6810.0|1090.0||0.0|750.0|60.0|102820.0|772630.0|||350.0||||310.0||||
||2005|39740.0|63220.0|19100.0|1730.0|100310.0|||74260.0||360.0|410.0|10.0|20.0|43070.0|40.0||320.0||2690.0|3620.0|100.0||930.0|2070.0|400.0|2690.0|0.0|46260.0|450.0|42340.0|350.0|5560.0|||0.0||10.0|10.0|1420.0|||0.0|810.0|20950.0||6800.0|1360.0||0.0|730.0|70.0|98750.0|801370.0|||340.0||||310.0||||
||2006|38070.0|43730.0|19455.0|740.0|98511.0|||64559.0||390.0|415.0|10.0|20.0|42264.0|34.0||315.0||2530.0|3620.0|100.0||922.0|2038.0|397.0|2471.0|0.0|77725.0|430.0|42354.0|350.0|5763.0|||0.0||10.0||1415.0|||0.0|805.0|16559.0||6175.0|1420.0||0.0|726.0|58.0|85103.0|769615.0|||536.0||||310.0||||
||2007|37361.0|41927.0|22565.0|736.0|61356.0|||75910.0||386.0|424.0|30.0|15.0|43801.0|30.0||125.0||2488.0|3570.0|100.0|0.0|902.0|2030.0|360.0|2461.0|0.0|87522.0|410.0|40835.0|358.0|5395.0|||0.0||10.0|10.0|1422.0|||0.0|895.0|24750.0||6250.0|1396.0||0.0|2316.0|75.0|92664.0|833630.0|||480.0||||226.0||||
||2008|34900.0|42627.0|22460.0|736.0|33501.0|||75916.0||386.0|424.0|30.0|15.0|43500.0|30.0||295.0||2455.0|3580.0|100.0|0.0|880.0|1973.0|355.0|2495.0|0.0|96745.0|410.0|44375.0|558.0|5435.0|||0.0||1.0|10.0|1425.0|||0.0|905.0|24750.0||6911.0|1423.0||0.0|3327.0|75.0|94921.0|842621.0|||430.0||||341.0||||
||2009|35386.0|38057.0|22552.0|736.0|32886.0|||75606.0||386.0|424.0|30.0|15.0|43478.0|30.0||358.0||2444.0|3560.0|100.0|0.0|870.0|2005.0|356.0|2601.0|0.0|96640.0|410.0|45676.0|570.0|5701.0|||0.0||2.0|20.0|1449.0|||0.0|943.0|25460.0||6858.0|2462.0||0.0|4612.0|75.0|97380.0|853609.0|||400.0||||341.0||||
||2010|35378.0|35712.0|20882.0|752.0|30536.0|||75606.0||386.0|424.0|30.0|15.0|44129.0|30.0||358.0||2450.0|3500.0|100.0|0.0|870.0|2005.0|626.0|2641.0|0.0|97010.0|410.0|46328.0|654.0|5759.0|||0.0||2.0|20.0|1449.0|||0.0|1843.0|25460.0||6058.0|2828.0||0.0|4870.0|75.0|98878.0|857512.0|||400.0||||241.0||||
||2011|36428.0|34557.0|19662.0|752.0|30166.0|||75613.0||391.0|401.0|30.0|15.0|44864.0|30.0||373.0||2469.0|3503.0|100.0|0.0|870.0|2142.0|731.0|2573.0|0.0|97245.0|410.0|48130.0|748.0|5973.0|||0.0||2.0|20.0|1456.0|||0.0|1845.0|25360.0||6058.0|2858.0||0.0|6062.0|100.0|102620.0|861003.0|||420.0||||241.0||||
||2012|36392.0|27267.0|18622.0|752.0|29716.0|||76583.0||392.0|361.0|30.0|15.0|45246.0|30.0||377.0||2517.0|3553.0|101.0|0.0|878.0|2153.0|1067.0|2559.0|0.0|104232.0|415.0|49360.0|1174.0|6152.0|||0.0||2.0|20.0|1474.0||4.0|0.0|2680.0|25320.0||6160.0|3122.0||0.0|6424.0|102.0|102826.0|866564.0|||507.0||||275.0||||
||2013|38067.0|26637.0|18262.0|752.0|50781.0|||76241.0||380.0|343.0|30.0|15.0|45545.0|30.0||376.0||2572.0|3531.0|101.0|0.0|919.0|2157.0|1111.0|2593.0|0.0|104262.0|418.0|47142.0|1086.0|6842.0|||0.0||2.0|20.0|1473.0||4.0|0.0|2692.0|25096.0||6694.0|3441.0||0.0|6603.0|100.0|102047.0|878110.0|||510.0||||107.0||||
||2014|37169.0|25937.0|18091.0|735.0|50631.0|||80386.0||219.0|252.0|30.0|6.0|45158.0|10.0||309.0||1422.0|1408.0|100.0|0.0|1412.0|2377.0|1245.0|2653.0|0.0|118029.0|340.0|45737.0|1049.0|11737.0|||0.0||2.0|20.0|1473.0||4.0|0.0|2645.0|25257.0||6680.0|5509.0||0.0|6947.0|250.0|102884.0|870732.0|||300.0||||107.0||||
||2015|37666.0|25987.0|17533.0|725.0|50731.0|||80453.0||225.0|252.0|30.0|13.0|46580.0|10.0||309.0||1392.0|1408.0|100.0|0.0|1408.0|2399.0|1236.0|2659.0|0.0|118649.0|340.0|45890.0|1058.0|11832.0|||0.0||2.0|20.0|1473.0||4.0|0.0|3699.0|25257.0||6680.0|5761.0||0.0|7018.0|250.0|103397.0|872229.0|||180.0||||60.0||||
||2016|37206.0|26069.0|17859.0|675.0|52086.0|||80778.0||235.0|301.0|30.0|13.0|47093.0|10.0||309.0||1409.0|1353.0|100.0|0.0|1406.0|2496.0|1420.0|2670.0|0.0|120974.0|320.0|44728.0|2123.0|11503.0|||0.0|||20.0|1482.0||23.0|60.0|5284.0|25460.0||6850.0|7803.0||0.0|7294.0|315.0|106569.0|870620.0|||150.0||||60.0||||
||2017|36827.0|26376.0|18064.0|691.0|52086.0|||80970.0||216.0|286.0|10.0|37.0|46873.0|10.0||310.0||1430.0|1357.0|100.0|0.0|1406.0|2511.0|1370.0|2326.0|0.0|120845.0|320.0|44915.0|2123.0|11808.0|||0.0||||1491.0||23.0|60.0|4846.0|25169.0||6695.0|7989.0||0.0|7349.0|315.0|105174.0|865582.0|||70.0||||||||
||2018|33757.0|24595.0|17649.0|432.0|52066.0|||88196.0||218.0|286.0|10.0|12.0|46535.0|0.0||316.0||1270.0|1303.0|60.0||1090.0|2473.0|1869.0|1851.0|0.0|119865.0|321.0|40921.0|2267.0|11771.0|||0.0||||1653.0||10.0|60.0|5166.0|24810.0||6224.0|14176.0||0.0|6993.0|315.0|108831.0|863411.0|||50.0||||||||
||2019|30884.0|24378.0|17357.0|375.0|51866.0|||88196.0||218.0|286.0|10.0|12.0|47693.0|0.0||349.0||1175.0|803.0|60.0||1090.0|2470.0|2240.0|1789.0|0.0|119920.0|324.0|40746.0|2267.0|11767.0|||0.0||||1657.0||10.0|60.0|5266.0|29470.0||6789.0|14689.0||0.0|7329.0|315.0|101624.0|863615.0|||40.0||||||||
||2020|31486.0|20465.0|17249.0|45.0|47526.0|||101632.0||218.0|291.0|10.0|12.0|46966.0|0.0||333.0||1074.0|614.0|10.0||890.0|2577.0|2787.0|1718.0|0.0|118951.0|345.0|40886.0|2272.0|11184.0|||0.0||||1502.0||23.0|255.0|6010.0|35632.0||6823.0|26732.0||0.0|7969.0|395.0|100159.0|865934.0|||35.0||||15.0||||
