||2014|||||||||4100.0|||||||||||||||1000.0|1400.0||||||||||5500.0|9500.0|1000.0|26500.0|3500.0|24000.0|||||10500.0|5200.0|||||||||||||||||||3500.0|600.0|
||2015|||||||||700.0|||||||||||||||1000.0|1000.0||||||||||5500.0|9500.0|1000.0|26500.0|3500.0|24000.0|||||10500.0|5300.0|||||||||||||||||||3500.0|5600.0|
||2016|||||||||200.0|||||||||||||||1000.0|1000.0||||||||||5500.0|9500.0|1000.0|26500.0|3500.0|24000.0|||||10500.0|11640.0|||||||||||||220.0||||||3500.0|5600.0|
||2017|||||||||200.0|||||||||||||||1000.0|||||||||||5500.0|9500.0|1000.0|26500.0|3500.0|24000.0|||||10500.0|11550.0|||||||||||||210.0||||||3500.0|600.0|
||2018|||||||||200.0|||||||||||||||1000.0|||||||||||5500.0|9500.0|1000.0|26500.0|3500.0|24000.0|||||10500.0|10400.0|||||||||||||190.0||||||3500.0|600.0|
||2019|||||||||200.0|||||||||||||||1000.0|||||||||||5500.0|9500.0|1000.0|36500.0|3500.0|24000.0|||||10500.0|4400.0|||||||||||||||||||3500.0|600.0|
||2020|||||||||200.0|||||||||||||||1000.0|||||||||||35000.0|3000.0||22000.0|10000.0||||||10500.0|4400.0||||||||2000.0|||||||||||3500.0|600.0|
||2021|2500.0||||||||200.0||||||||||||||||||||||||||75000.0|20000.0||40000.0|12000.0||||||34000.0|4400.0||||||||||1500.0|||||||||3500.0|600.0|
|Denizli-20|2013|||||||||||||||||||||||||||||||||||||||||||||800.0|1800.0|||||||||||||||||||400.0|420.0|
||2014|||||||||||||||||||||||||||||||||||||||||||||3000.0||||||||||||||||||||700.0||
||2015|||||||||||||||||||||||||||||||||||||||||||||2025.0|800.0|||||||||||||||||||750.0||
||2016|||||||||||||||||||||||||||||||||||||||||||||2025.0|800.0|||||||||||||||||||750.0||
||2017|||||||||||||||||||||||||||||||||||||||||||||2025.0|800.0|||||||||||||||||||750.0||
||2018|||||||||||||||||||||||||||||||||||||||||||||2025.0|800.0|||||||||||||||||||750.0||
||2019|||||||||||||||||||||||||||||||||||||||||||||2025.0|800.0|||||||||||||||||||750.0||
||2020|||||||||||||||||||||||||||||||||||||||||||||2025.0|800.0|||||||||||||||||||750.0||
||2021||||||||||||||||||||||||||4242.0|||||||||||||||||||2175.0|1800.0|||||||||||||||||||750.0||
|Düzce-81|2011||||||||||||||||||||||||||||||||||||||||||||||||30.0|50.0||100.0|||||20.0||100.0|100.0||||100.0||||
||2012||||||||||||||||||||||||||||||||||||||||||||||||30.0|50.0||100.0|||||20.0||100.0|50.0||||100.0||||
||2013||||||||||||||||||||||||||||||||||||||||||||||||30.0|50.0||100.0|||||20.0||100.0|50.0||||100.0|100.0|||
||2014|||||||||||||||||||||||||||||||||||||||||||||||||||20.0|||||20.0|||50.0||||730.0|100.0|||
||2015|||||||||||||||||||||||||||||||||||||||||||||||||||20.0|||||20.0|||50.0||||730.0|100.0|||
||2016|||||||||||||||||||||||||||||||||||||||||||||||||||20.0|||||20.0|||50.0||||730.0|100.0|||
||2017|||||||||||||||||||||||||||||||||||||||||||||||||||20.0|||||20.0|||50.0||||730.0|100.0|||
||2018|||||||||||||||||||||||||||||||||||||||||||||||||||20.0|||||20.0|||50.0||||730.0|100.0|||
||2019|||||||||||||||||||||||||||||||||||||||||||||||||||25.0|||||18.0|||49.0||||740.0|102.0|||
|Elazığ-23|2011|||||||860.0|||600.0||||||||||||600.0||||||||540.0|||||270.0||||||||2400.0||||||||||||||||||||||||
||2012|||||||860.0|||600.0||||||||||||600.0||||||||500.0|||||260.0||||||||2400.0||||||||||||||||||||||||
||2013||||||||||||||||||||||||||||||500.0|||||||||||||||8000.0||||||||||||||||||||||
||2014|||||||||||||||||||||||||||||||||||||||||||||8010.0||||||||||||||||||||||
||2015|||||||||||||||||||||||||||||||||||||||||||||8010.0||||||||||||||||||||||
||2018||||||||||||||||||||||||||||||||||||||||||||4000.0|||||||||||||||||||||||
||2019||||||||||||||||||||||||||||||||||||||||||||4500.0|||||||||||||||||||||||
|Erzurum-25|2013|||||||||||||||||||||||||500.0|||||||||||||||||||||500.0|||||||||||||||||||||
||2014|||||||||||||||||||||||||500.0|||||||||||||||||||||500.0|||||||||||||||||||||
||2015||||||||||||||||||||||||||||||||||||||||||||||1900.0|||||||||||||||||||||
||2016||||||||||||||||||||||||||||||||||||||||||||||1900.0|||||||||||||||||||||
||2017||||||||||||||||||||||||||||||||||||||||||||||1900.0|||||||||||||||||||||
||2018||||||||||||||||||||||||||||||||||||||||||||||1900.0|||||||||||||||||||||
||2019||||||||||||||||||||||||||||||||||||||||||||||1900.0|||||||||||||||||||||
||2020||||||||||||||||||||||||||||||||||||||||||||||1900.0|||||||||||||||||||||
||2021||||||||||||||||||||||||||||||||||||||||||||||1900.0|||||||||||||||||||||
|Eskişehir-26|2013|||||||||||||||||||||||||2752.0|||||||||||||||||||||3287.0||||||||||||||||||||317.0|
||2014|||||||||||||||||||||||||2752.0|||||||||||||||||||||3287.0||||||||||||||||||||317.0|
||2015|||||||||||||||||||||||||2750.0|||||||||||||||||||||3290.0||||||||||||||||||||317.0|
||2016|||||||||||||||||||||||||2750.0|||||||||||||||||||||3290.0||||||||||||||||||||317.0|
||2017||||||||||||||||||||||||250.0|9000.0|||||||||||||||||||||1800.0|||||||||||||||||||||
||2018||||||||||||||||||||||||250.0|9000.0|||||||||||||||||||||1800.0|||||||||||||||||||||
||2019||||||||||||||||||||||||200.0|1631.0||||||||||||||||||||5500.0|2025.0|||||||||||||||||||||
||2020|||||||||150.0|||||||||||||||200.0|1250.0||||||||||||||||||||7500.0|16500.0|||||||||||||||||||||
||2021||||||||||||||||||||||||200.0|2480.0||||||||||||||||||||4000.0|13340.0||||||||||||||||||||3300.0|
|Giresun-28|2013||||||||||||||||||||||||||||||||||||||||||||||750.0||||||||||||||||||||400.0|
||2014|||||||||400.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||900.0|
||2015|||||||||400.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1000.0|
||2016|||||||||400.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1000.0|
||2017|||||||||400.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1000.0|
||2018|||||||||400.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1000.0|
||2019|||||||||400.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1100.0|
||2020|||||||||500.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1100.0|
||2021|||||||||200.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||2000.0|
|Hatay-31|2011|||||||||||||||||||||||||||||||||||2000.0|||||||||||||500.0||||||||6000.0|||||||||||
||2012|||||||||||||||||||||||||||||||||||2000.0|||||||||||||500.0||||||||8000.0|||||||||||
||2013|||||||||||||||||||||||||||||||||||2000.0|||||||||||5000.0||||||||||8000.0|||||||||500.0||
||2014|||||||||||||||||||||||||||||||||||||||||||||8200.0|7000.0||||||||||2000.0|||||||||||
||2015|||||||||||||||||||||||||||||||||||||||||||||7000.0|3200.0||||||||||2000.0|||||||||||
||2016|||||||||||||||||||||||||||||||||||||||||||||7000.0|3200.0||||||||||2000.0|||||||||||
||2017|||||||||||||||||||||||||||||||||||||||||||||9000.0|3200.0||||||||||2000.0|||||||||600.0||
||2018|||||||||||||||||||||||||||||||||||||||||||||9000.0|3200.0|||||||||||||||||||600.0||
||2019|||||||||||||||||||||||||||||||||||||||||||||9000.0|3200.0|||||||||||||||||||600.0||
||2020|||||||||||||||||||||||||||||||||||||||||||||9000.0|3200.0|||||||||||||||||||600.0||
||2021|||||||||||||||||||||||||||||||||||2200.0||||||||||9000.0|3200.0|||||||||||||||||||600.0||
|Isparta-32|2011||||||||||||||||||||||||||426000.0||||3900.0||||||700.0|||||2000.0||100.0||||||||||||||||||||||||
||2012||||||||||||||||||||||||||444000.0||||3700.0||||||2400.0|||||1000.0||1000.0||||||||||||||||||||||||
||2013||||||||||||||||||||||||||465000.0||||15000.0|||||||||||||||||||||||||||||||||||||
||2014||||||||||||||||||||||||||502000.0||||5000.0|||||||||||600.0||900.0||||||||||||||||||||||||
||2015||||||||||||||||||||||||||514000.0||||||||||17000.0|||||||||||||||||||||||||||||||
||2016||||||||||||||||||||||||||552000.0|||||||||||||||||||||||||||||||||||||||||
||2017||||||||||||||||||||||||||633000.0|||||||||||||||||||||||||||||||||||||||||
||2018||||||||||||||||||||||||||646000.0|||||||||||||||||||||||||||||||||||||||||
||2019||||||||||||||||||||||||||768000.0|||||||||||||||||||||||||||||||||||||||||
||2020||||||||||||||||||||||||||868000.0|||||||||||||||||||||||||||||||||||||||||
||2021||||||||||||||||||||||||||1785000.0|||||||||7800.0||||||||||||||||||||||||||||||||
|İstanbul-34|2011||||||||||||||||3300.0||||||10000.0||||500.0||3500.0||9820.0|1000.0|22600.0|5000.0||500.0|2000.0|4940.0|2700.0|500.0||||||||2000.0|10000.0|11000.0|11000.0|1750.0|3000.0|85000.0||2000.0|1000.0|300.0||1300.0|500.0|500.0|500.0|||||
||2012||||||||||||||||3300.0||||||10000.0||||500.0||3500.0||8420.0|1000.0|19300.0|5000.0||500.0|2000.0|4500.0|3500.0|500.0||||||||2000.0|10000.0|17000.0|12500.0|2250.0|3000.0|75000.0||1500.0||300.0||300.0|1750.0|||||||
||2013||||200.0|150.0|150.0||||||||||3300.0||||||8000.0||300.0||500.0|||1500.0|7200.0|1000.0|12900.0|3500.0||500.0|1600.0|4600.0|1600.0|400.0||||||5500.0||1250.0|10000.0|17300.0|12250.0|2000.0|2400.0|75000.0||1500.0||300.0||300.0|||||||44200.0|
||2014||||500.0|150.0|150.0||||||||||3300.0||||||8000.0||||5000.0|||500.0|3900.0|4000.0|12800.0|3800.0||6500.0|2000.0|1500.0|5000.0|500.0|||||||20900.0|1500.0|10000.0|17000.0|12300.0|2000.0|2400.0|75000.0||1500.0||300.0||300.0|||||||37900.0|
||2015||||500.0|150.0|150.0||||||||||3300.0||||||8000.0||||5000.0||||14490.0|4000.0|17350.0|3950.0||5000.0|2000.0|6000.0|4500.0|500.0|||||||24988.0|1500.0|10000.0|17000.0|12300.0|2000.0|2400.0|75000.0||1500.0||300.0||300.0|||||||38100.0|
||2016||||500.0|150.0|150.0||6000.0||||||||3300.0||||||8000.0||||5000.0||||14400.0|4000.0|17550.0|3950.0||5000.0|2000.0|6000.0|4773.0|500.0|||||||31088.0|1500.0|16000.0|20000.0|18300.0|54000.0|2400.0|128000.0||1500.0||300.0||50300.0|||||||65000.0|
||2017||||||||||||||||3300.0||||||8000.0||||5000.0||||12400.0|4000.0|15750.0|3950.0||5000.0|2000.0|6000.0|4773.0|500.0|||||||31088.0|1500.0|16000.0|20000.0|18300.0|56000.0|2400.0|129800.0||1500.0||300.0||50300.0|500.0|150.0|150.0|||3000.0|68000.0|
||2018||||||||||||||||3300.0||||||8000.0||||5000.0||||20000.0|4000.0|8000.0|3950.0||5000.0|2000.0|1500.0|3500.0|500.0|||||||79448.0|1500.0|16000.0|20000.0|18300.0|56000.0|2400.0|129800.0||1500.0||300.0||50300.0||||||20000.0|59000.0|
||2019||||||||||||||||3300.0||||||8000.0||||5000.0||||20000.0|4000.0|8000.0|3950.0||5000.0|2000.0|1500.0|3500.0|500.0|||||||79448.0|1500.0|16000.0|20000.0|18300.0|56100.0|2400.0|129700.0||1500.0||300.0||50300.0||||||3000.0|81000.0|
||2020||||||||||||||||||||||3364.0||||5000.0||||21000.0|4000.0|8000.0|2500.0||5000.0|2000.0|1500.0|4500.0|500.0|||||||79448.0|1500.0|16000.0|20000.0|18300.0|56050.0|2400.0|129750.0||1500.0||300.0||50300.0||||||3000.0|81000.0|
||2021||||||||||||||||||||||3364.0||||5000.0||||11880.0|4000.0|8000.0|2700.0||5000.0|2000.0|1500.0|4520.0|500.0|||||||83124.0|1500.0|16000.0|20000.0|18300.0|56050.0|2400.0|129750.0||1500.0||300.0||50300.0||||||3000.0|76000.0|
|İzmir-35|2011||||||||||42800.0||41000.0|5000.0|11000.0|3000.0||10000.0|6000.0||||24000.0||||1469150.0|3000.0|135000.0|12500.0|231160.0||68000.0|||842000.0|18300.0|66870.0|10000.0|||||19000.0||||71576.0|2500.0|10454.0||79294.0||1600.0||||5250.0|1000.0|3200.0||||8150.0||||
||2012||||||||||42800.0||44500.0|5000.0|11000.0|3000.0||10000.0|1000.0|3000.0|||26000.0||||1486450.0|3000.0|135000.0|12500.0|230660.0||88000.0|||846000.0|37800.0|65320.0|10200.0|||||39000.0||||95780.0|2500.0|12850.0||84140.0||||||5250.0|1700.0|2200.0||||6100.0||||
||2013|||||||||77000.0|43800.0||40000.0|4000.0|12000.0|3000.0||10000.0|1000.0|||23000.0|||13000.0|7250.0|1409360.0|3925.0|125450.0|12500.0|369660.0||68000.0|||856000.0|39300.0|62870.0|9350.0|||2000.0||138000.0|2840.0|347000.0|72450.0|81395.0|1575.0|6560.0||80300.0||2700.0||||800.0|4890.0|1450.0||||1300.0|1200.0|40000.0|604900.0|
||2014|||||||||77000.0|42800.0|2500.0|44063.0|3000.0|12000.0|3000.0||10000.0|3520.0|||23000.0|||15000.0|7250.0|1501053.0|2500.0|136714.0|11500.0|476210.0||72000.0|||882000.0|45300.0|67760.0|10300.0|||2000.0||149650.0|2840.0|344000.0|64950.0|5000.0||2800.0|||||||||||||||1200.0|40000.0|604900.0|
||2015|||||||||7000.0|42800.0|2500.0|45063.0|3500.0|12000.0|3000.0||10000.0|3520.0|||23000.0|||15000.0|6850.0|1528053.0|2500.0|145714.0|11000.0|469210.0||76000.0|||892000.0|56300.0|65760.0|10800.0|||2000.0||149650.0|840.0|290000.0|164450.0|5000.0||2800.0||||||||||||||||46100.0|542475.0|
||2016|||||||||7000.0|42800.0|2500.0|48063.0|3500.0|12000.0|3000.0||10000.0|3520.0|||23000.0|||15000.0|6850.0|1525053.0|2500.0|142714.0|11000.0|467210.0||76000.0|||891000.0|56300.0|65760.0|11300.0|||2000.0||149650.0|840.0|288500.0|126050.0|5000.0||2800.0||||||||||||||||46100.0|355967.0|
||2017|||||||||7000.0|41000.0|2500.0|47063.0|2000.0|11000.0|3000.0||9000.0|3520.0|||18000.0|||15000.0|6850.0|1513553.0|2500.0|132464.0|9500.0|462210.0||70500.0|||799500.0|56500.0|65760.0|11300.0|||1000.0||152650.0||288500.0|126050.0|||300.0||||||||||||||||46100.0|355667.0|
||2018|||||||||7000.0|41000.0|2500.0|47063.0|2000.0|11000.0|3000.0||4000.0|3520.0|||18000.0|||15000.0|6850.0|1511553.0|2500.0|129464.0|9500.0|461710.0||70500.0|||776000.0|55500.0|65760.0|11800.0|||1000.0||152650.0||290500.0|143450.0|||300.0||||||||||||||||50000.0|504800.0|
||2019|||||||||7000.0|41000.0|2500.0|47063.0|2000.0|11000.0|3000.0||4000.0|3520.0|||18000.0|||15000.0|6850.0|1509553.0|2500.0|129464.0|9500.0|462210.0||70500.0|||776000.0|56500.0|65760.0|12300.0|||1000.0||156650.0||292000.0|139450.0|||300.0||||||||||||||||50000.0|524800.0|
||2020|||||||||50000.0|4000.0|2500.0|8063.0|500.0|1000.0||||2520.0|||2787.0|||15000.0|500.0|673353.0|7464.0|64798.0|6500.0|878220.0||78000.0|||758000.0|53500.0|7760.0|10107.0|||1000.0||328650.0||291000.0|161000.0|||300.0||||||||||||||||50000.0|536500.0|
||2021|||||||||45000.0||2500.0|4000.0||1000.0|||||||2787.0|||15000.0|500.0|441800.0|7464.0|66284.0|5500.0|900600.0||75000.0|||788000.0|54500.0|4850.0|11357.0|||3500.0||321000.0||289000.0|155000.0|||300.0||||||||||||||||50000.0|531500.0|
|Kahramanmaraş-46|2013||||||||||||||||||||||||70.0|280.0||||||||||||||||||||480.0|1050.0|||||||||||||||||||||
||2014||||||||||||||||||||||||70.0|280.0||||||||||||||||||||480.0|1050.0|||||||||||||||||||||
||2015||||||||||||||||||||||||70.0|280.0||||||||||||||||||||480.0|1050.0|||||||||||||||||||||
||2016||||||||||||||||||||||||70.0|280.0||||||||||||||||||||480.0|1050.0|||||||||||||||||||||
||2017||||||||||||||||||||||||70.0|280.0||||||||||||||||||||480.0|1050.0|||||||||||||||||||||
||2018||||||||||||||||||||||||40.0|250.0||||||||||||||||||||400.0|800.0|||||||||||||||||||||
||2019||||||||||||||||||||||||40.0|230.0||||||||||||||||||||450.0|750.0|||||||||||||||||||||
||2020||||||||||||||||||||||||40.0|230.0||||||||||||||||||||450.0|750.0|||||||||||||||||||||
||2021||||||||||||||||||||||||40.0|230.0|500.0|||||||||||||||||||450.0|750.0|||||||||||||||||||||
|Kastamonu-37|2018|||||||||||||||||||||||||||||||||||||||||||1000.0||||||||||||||||||||||||
||2019|||||||||||||||||||||||||||||||||||||||||||1000.0||||||||||||||||||||||||
|Kayseri-38|2013|||||||||400.0||||||||||||||||500.0|||||||||||||||||||||2000.0||||||||||||||||||||800.0|
||2014|||||||||400.0|||||||||||||||300.0|500.0|||||||||||||||||||||2000.0||||||||||||||||||||5000.0|
||2015|||||||||400.0|||||||||||||||300.0|500.0|||||||||||||||||||||2000.0||||||||||||||||||||5000.0|
||2016|||||||||400.0|||||||||||||||300.0|500.0|||||||||||||||||||||2000.0||||||||||||||||||||5000.0|
|Kırklareli-39|2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||60.0||||||||200.0|||
||2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||60.0||||||||200.0|||
||2015||||||||||||||||||||||||||||||||||||||||||||||||||||||||60.0||||||||200.0|||
|Kocaeli-41|2011|||||||||||||||||||||4130.0|||||||2000.0|||||||800.0||1400.0|||||||||||1100.0|||1700.0||3000.0||1600.0|5700.0|||1400.0||||||||
||2012|||||||||||||||||||||5900.0||||||||||||||||||||600.0||||||||2520.0||||||||||||||||||
||2013||||||||||||||||||||||||||||3000.0||||1500.0|||4800.0|||||||||||2500.0||||||||||||||||||||12500.0|
||2014||||||||||||||||||||||||||||4000.0||||1000.0|||4000.0|||||||||||2500.0||||||||||||||||||||12500.0|
||2015||||||||||||||||||||||||||||3000.0||||||||||||||||2000.0|7000.0|40000.0||||||||||3500.0||||||||2000.0|19000.0|22000.0|
||2016||||||||||||||||||||||||||||3000.0||||||||||||||||2000.0|7000.0|34000.0||||||||||3500.0|||||||||12000.0|15000.0|
||2017||||||||||||||||||||||||||||3000.0||||||||||||||||2000.0|7000.0|34000.0|||||||||||||||||||12000.0|15000.0|
||2018||||||||||||||||||||||||||||3000.0||||||||||||||||4000.0|14000.0|35000.0|||||||||||||||||||12000.0|15000.0|
||2019||||||||||||||||||||||||||||3000.0||||||||||||||||4000.0|14000.0|35000.0|||||||||||||||||||12000.0|15000.0|
||2020||||||||||||||||||||||||||||3000.0||||||||||||||||4000.0|14000.0|35000.0|||||||||||||||||||12000.0|15000.0|
||2021||||||||||||||||||||||||||||3000.0||||||||||||||||1000.0|14000.0|35000.0|||||||||||||||||||12000.0|15000.0|
|Konya-42|2013||||||||||||||||||||||||||||||||||||||||||||||15080.0||||||||||||||||||||2304.0|
