||2010|0.0||||||||||||||||||87450.0|51650.0||3650.0||4625.0||133500.0||5950.0|2900.0|67760.0|650.0|2200.0||||||||||125.0|||||1000.0|||||||||||||||||
||2011|0.0||||||||||||||||||131230.0|54780.0||4415.0||4735.0||134820.0||6185.0|2900.0|71205.0|700.0|2200.0|||||||||||||||1000.0|||||||||||||||||
||2012|0.0||||||||||||||||||135610.0|55790.0||11595.0|2350.0|4440.0||151440.0||8070.0|16580.0|59810.0|5250.0|4000.0|||||||||||||||1000.0|||||||||||||||||
||2013|0.0||||||||||||||||||138410.0|56340.0||11865.0|2400.0|5040.0||154040.0||8970.0|10704.0|64310.0|5700.0|5220.0|||||||||||||||1000.0|||||||||||||||||
||2014|0.0||||||||||||||||||139510.0|58890.0||14130.0|600.0|2670.0||155390.0||9420.0|10170.0|64830.0|5700.0|5386.0|||||||||||||||1000.0|||||||||||||||||
||2015|0.0||||||||||||||||||135510.0|63090.0||15535.0|600.0|2970.0||211390.0||10750.0|9870.0|66830.0|5700.0|4426.0|||||||||||||||8000.0|||||||||||||||||
||2016|0.0||||||||||||||||||137510.0|64240.0||9430.0|600.0|2770.0||212640.0||11050.0|6420.0|43630.0|6350.0|5510.0|||||||||||||||8000.0|||||||||||||||||
||2017|0.0||||||||||||||||||205610.0|168940.0||13295.0|1050.0|4275.0||247140.0||10300.0|5420.0|58915.0|9850.0|7340.0|||||||||||||||8600.0|||||||||||||||||
||2018|0.0||||||||||||||||||205810.0|169190.0||13065.0|1050.0|4255.0||256540.0||10300.0|3420.0|58915.0|9850.0|7340.0|||||||||||||||9300.0|||||||||||||||||
||2019|0.0||||||||||||||||||210730.0|213540.0||13175.0|1050.0|4480.0|600.0|284440.0||10400.0|3440.0|59590.0|10050.0|8170.0|||||||||||||||10250.0|||||||||||||||||
||2020|0.0||||||||||||||||||217240.0|99990.0||13785.0|1080.0|5290.0|600.0|253140.0||11140.0|3540.0|60790.0|10560.0|8495.0|||||||||||||||9000.0|||||||||||||||||
||2021|0.0||||||||||||||||||227380.0|103415.0||14472.0|1102.0|5740.0|640.0|280840.0||11580.0|3527.0|63195.0|11770.0|9311.0|||||||||||||||9800.0|||||||||||||||||
|Isparta-32|2004|0.0||0.0|0.0||||4420.0|||||||||||1111905.0|1742688.0||23535.0|36155.0|85535.0|64885.0|179905.0|12530.0|418260.0|235545.0|103545.0|30040.0|67870.0|90.0|11100.0|4205.0||||0.0|||14560.0|249614.0|475.0|8350.0|2700.0|61030.0||8050.0|6830.0|150.0|12650.0|3250.0||||0.0|||0.0||||
||2005|0.0||0.0|0.0||||4350.0|||||||||||1166807.0|1792560.0||50460.0|84350.0|87440.0|65860.0|200120.0|12580.0|445875.0|222770.0|117980.0|14440.0|90830.0|90.0|11100.0|3585.0||||0.0|||14360.0|223252.0|480.0|10100.0|2500.0|85220.0||8220.0|6875.0|140.0|12750.0|3250.0||||0.0|||0.0||||
||2006|0.0||0.0|0.0||||4280.0|||||||||||1054699.0|1695206.0||38250.0|205620.0|89860.0|69450.0|215445.0|12585.0|457005.0|223120.0|118830.0|14610.0|91330.0|90.0|11120.0|3580.0||||0.0|||14480.0|223502.0|550.0|10110.0|2500.0|86890.0||8280.0|6945.0|140.0|12795.0|3290.0||||0.0|||0.0||||
||2007|0.0|0.0|0.0|0.0||||4280.0|||||||||||1160865.0|1804960.0||42935.0|284550.0|84610.0|68955.0|220315.0|11515.0|468185.0|233600.0|119870.0|13550.0|94090.0|90.0|11300.0|3380.0||||0.0|||14040.0|214620.0|600.0|10110.0|2500.0|93260.0||7800.0|7150.0|140.0|12745.0|3290.0||||0.0|||0.0||||
||2008|0.0|0.0|0.0|0.0||||4290.0|||||||||||1307310.0|1984130.0||49760.0|314730.0|87040.0|69525.0|229065.0|11029.0|482615.0|237220.0|124250.0|14410.0|103160.0|90.0|11400.0|3400.0||||0.0|||15570.0|205227.0|610.0|10220.0|2500.0|77926.0||7790.0|7230.0|140.0|12745.0|3290.0||||0.0|||0.0||||
||2009|0.0|0.0|0.0|0.0||||4260.0|||||||||||1418315.0|2101985.0||58435.0|419080.0|88140.0|70555.0|238365.0|11029.0|498110.0|229320.0|134760.0|15690.0|111130.0|90.0|11410.0|3260.0||20.0||0.0|||15620.0|206007.0|640.0|10430.0|2500.0|76407.0||7930.0|7930.0|290.0|12795.0|3290.0|||||||0.0||||
||2010|0.0|0.0|0.0|0.0||||3310.0|||||||||||1422450.0|2083320.0||64205.0|434075.0|91350.0|70965.0|256072.0|11029.0|573100.0|214935.0|135475.0|15500.0|113320.0|90.0|11510.0|3090.0||20.0||0.0|||15720.0|206264.0|660.0|10445.0|2500.0|78231.0||7980.0|9310.0|290.0|12875.0|3300.0|||||||0.0||||
||2011|0.0|0.0|0.0|0.0||||3310.0|||||||||||1388360.0|2101541.0||80795.0|525299.0|94350.0|73095.0|286803.0|8209.0|668370.0|192710.0|149270.0|16360.0|114580.0|90.0|9900.0|3129.0||20.0||0.0|||15820.0|187379.0|700.0|10475.0|2500.0|80612.0||7960.0|9550.0|290.0|12895.0|3300.0|||||||0.0||||
||2012|0.0|0.0|0.0|0.0||||3310.0|||||||||||1460440.0|2334906.0||96895.0|766885.0|96610.0|79095.0|324255.0|8279.0|775310.0|194860.0|150420.0|16300.0|129185.0|90.0|9730.0|3064.0||20.0||0.0|||15800.0|193374.0|680.0|10200.0|2500.0|85235.0||7930.0|9930.0|150.0|9664.0|3264.0|||||||0.0||||
||2013|0.0|0.0|0.0|0.0||||3355.0|||||||||||1461868.0|2345137.0||101177.0|806847.0|95490.0|82371.0|331362.0|8279.0|944555.0|231173.0|196568.0|16795.0|141991.0|100.0|9570.0|3303.0||25.0||0.0|||17717.0|220767.0|645.0|10370.0|2650.0|85256.0||8076.0|10876.0|1000.0|9874.0|3275.0|||||||0.0||||
||2014|0.0|0.0|0.0|0.0||||3358.0|||||||||||1472473.0|2395658.0||130421.0|962203.0|98179.0|83819.0|348441.0|6620.0|972045.0|241450.0|189038.0|18282.0|144825.0|110.0|9710.0|3161.0||30.0|0.0|0.0|||17560.0|229116.0|230.0|9970.0|2800.0|94358.0||8460.0|11163.0|1010.0|9984.0|3325.0|||||||0.0||||
||2015|0.0|0.0|0.0|0.0||||3358.0|||||||||||1533162.0|2473680.0||162441.0|1150468.0|101004.0|86813.0|365731.0|6470.0|1085962.0|240114.0|194318.0|18987.0|150425.0|110.0|9530.0|3320.0||30.0|0.0|0.0|||17665.0|244956.0|230.0|9948.0|2800.0|99598.0||8524.0|11060.0|1010.0|9410.0|3325.0|||||||0.0||||
||2016|0.0|0.0|0.0|0.0||||3358.0|||||||||||1533509.0|2516845.0||165752.0|1044745.0|115565.0|93678.0|381008.0|6270.0|1197822.0|263079.0|194875.0|17707.0|155820.0|110.0|9510.0|3294.0|770.0|30.0|0.0|0.0|||17470.0|250771.0|230.0|10305.0|2800.0|105720.0||8435.0|9875.0|980.0|9585.0|3325.0|||||||0.0|||0.0|
||2017|0.0||0.0|0.0||||3358.0|||||||||||1606453.0|2580687.0||161704.0|1080110.0|113847.0|90873.0|405114.0|6118.0|1200035.0|245304.0|206437.0|27087.0|160525.0||6710.0|2954.0|763.0||0.0|0.0|||10220.0|252797.0|220.0|10312.0||110820.0||7070.0|14560.0|820.0|9398.0|3441.0|||||||0.0|||0.0|
||2018|0.0||0.0|0.0||||3358.0|||||||||||1876923.0|2695834.0||164950.0|1187335.0|118422.0|89505.0|344009.0|6100.0|1182445.0|244439.0|220899.0|24848.0|169050.0||6360.0|2885.0|768.0||0.0|0.0|||9903.0|268496.0|215.0|9360.0||126295.0||6607.0|14615.0|820.0|9720.0|3450.0|||||||0.0|||0.0|
||2019|0.0||0.0|0.0||||3358.0|||||||||||1896625.0|2776705.0||178078.0|1217960.0|124364.0|91760.0|363190.0|5420.0|1172062.0|255324.0|229495.0|26340.0|175555.0||4115.0|2843.0|768.0||0.0|0.0|||9495.0|282838.0|200.0|8945.0||140106.0||6277.0|16053.0|750.0|7545.0|5875.0|||||||0.0|||0.0|
||2020|0.0||0.0|0.0||||3545.0|||||||||||2098083.0|3244450.0||224336.0|1409622.0|126792.0|95100.0|379573.0|5100.0|1196278.0|264466.0|236176.0|27585.0|182430.0||3866.0|2943.0|825.0||0.0|0.0|||9820.0|294595.0|200.0|9525.0||159204.0||6437.0|18857.0|770.0|10490.0|6060.0|||||||0.0|||0.0|
||2021|0.0||0.0|0.0||||3575.0|||||||||||4142175.0|5813586.0||314458.0|1299495.0|138447.0|97009.0|395630.0|5100.0|1455683.0|272350.0|252837.0|34045.0|213689.0||3360.0|2928.0|890.0||0.0|0.0|||9840.0|301263.0|220.0|8182.0||186038.0||5625.0|19173.0|786.0|17895.0|6170.0|||||||0.0|||0.0|
|İstanbul-34|2004|0.0||0.0|0.0||||6000.0|||||||||||39180.0|18934.0|1410.0|450.0|15970.0|56328.0|30900.0|3395.0|350.0|31663.0|14477.0|16200.0|1600.0|49130.0|20.0|2500.0|100.0||125.0|0.0|0.0|||12190.0|565.0||887819.0||16800.0||315.0|1080.0|2435.0|85.0||||||||||||
||2005|0.0||0.0|0.0||||6800.0|||||||||||39185.0|19610.0|1160.0|400.0|14470.0|55292.0|28670.0|3497.0|350.0|31638.0|14787.0|14070.0|800.0|47960.0|20.0|2500.0|80.0||125.0|0.0|0.0|||12210.0|565.0|5000.0|886819.0||17217.0||345.0|1030.0|2435.0|95.0||||||||||||
||2006|0.0||0.0|0.0||||8290.0|||||||||||36335.0|16599.0|1160.0|550.0|12450.0|47422.0|24130.0|3400.0|275.0|19151.0|12335.0|10300.0||33590.0|420.0|2500.0|100.0||475.0||0.0|||8086.0|750.0|5000.0|887119.0||22380.0||445.0|950.0|2120.0|||||||||||||
||2007|0.0||0.0|0.0||||8950.0|||||||||||35815.0|14799.0|1160.0|550.0|9730.0|36422.0|19760.0|3490.0|200.0|19931.0|12910.0|10200.0||28180.0|420.0|2500.0|100.0||575.0|0.0|0.0|||8226.0|750.0|5000.0|886819.0||22230.0||270.0|1440.0|2120.0|||||||||||||
||2008|0.0||0.0|0.0||||7550.0|||||||||||37810.0|15100.0|1160.0|750.0|9730.0|36936.0|19870.0|3688.0|200.0|21088.0|12910.0|10376.0||29160.0|420.0|2500.0|100.0||575.0|0.0|0.0|||8126.0|750.0|5000.0|881253.0||23230.0||270.0|1440.0|2120.0|||||||||||||
||2009|0.0|0.0|0.0|0.0||||8900.0|||||||||||37540.0|33079.0|1160.0|1550.0|11030.0|33056.0|18198.0|4000.0|200.0|20798.0|9940.0|8760.0||26210.0|420.0|2500.0|150.0||1075.0|0.0|0.0|||8626.0|750.0|5000.0|881253.0||23300.0||270.0|1740.0|2650.0|||||||||||||
||2010|0.0|0.0|0.0|0.0||||5850.0|||||||||||37970.0|32040.0||800.0|25600.0|31706.0|31810.0|4280.0|200.0|29435.0|3920.0|6975.0||22340.0|20.0||250.0||975.0||0.0|||7920.0|7500.0|5000.0|881253.0||20975.0||470.0|790.0|2350.0|||||||||||||
||2011|0.0|0.0|0.0|0.0||||6150.0|||||||||||35105.0|30780.0||880.0|24580.0|30106.0|15465.0|4280.0|200.0|28710.0|2495.0|6030.0||20390.0|20.0||350.0||1410.0|0.0|0.0|||7140.0|7500.0|5000.0|881253.0||21820.0||470.0|1840.0|2350.0|||||||||||||
||2012|0.0|0.0|0.0|0.0||||6350.0|||||||||||41238.0|37141.0||950.0|24425.0|29776.0|15565.0|4380.0|200.0|28720.0|2545.0|6030.0||20470.0|20.0||350.0||1410.0|0.0|0.0||0.0|7185.0|7600.0|5000.0|881253.0||22280.0||470.0|1890.0|2345.0|||||||||||||
||2013|0.0|0.0|0.0|0.0||||6300.0|||||||||||39051.0|34731.0||1100.0|24175.0|29820.0|15130.0|4430.0|200.0|32441.0|2590.0|5570.0||20960.0|20.0||350.0||1761.0|0.0|0.0|0.0|0.0|7285.0|7930.0|5000.0|890850.0||24120.0||470.0|1941.0|2540.0|||||||||||||
||2014|0.0|0.0|0.0|0.0||||6200.0|||||||||||28803.0|26251.0||350.0|23675.0|28310.0|14860.0|4370.0||31521.0|2580.0|5490.0||21240.0|20.0||350.0||1760.0|0.0|0.0|0.0|0.0|5565.0|7960.0|5000.0|895850.0||24250.0||220.0|1910.0|2620.0|||||||||||||
||2015|0.0|0.0|0.0|0.0||||6200.0|||||||||||28138.0|25193.0||350.0|24675.0|28300.0|14720.0|4370.0||31521.0|2580.0|5474.0||21740.0|20.0||350.0||1860.0|0.0|0.0|0.0|0.0|5565.0|7980.0|5000.0|900850.0||30760.0||220.0|1910.0|2620.0|||||||||||||
||2016|0.0|0.0|0.0|0.0||||6500.0|||||||||||27761.0|24878.0||380.0|24703.0|27346.0|14700.0|4470.0||31321.0|2630.0|5521.0||21846.0|20.0||350.0||1885.0|0.0|0.0|0.0|0.0|5564.0|7730.0|5000.0|902850.0||33890.0||220.0|1930.0|2720.0|||||||||||||
||2017|0.0|0.0|0.0|||||6550.0|||||||||||27779.0|24911.0||390.0|34010.0|25546.0|9886.0|3000.0||19630.0|1870.0|3055.0||20656.0|20.0||150.0||1885.0|0.0|0.0|0.0|0.0|5564.0|4455.0|5000.0|904850.0||35410.0||220.0|1960.0|2820.0|||||||||||||
||2018|0.0|0.0|0.0|||||6660.0|||||||||||27802.0|24967.0||395.0|34020.0|25625.0|9861.0|3010.0||19655.0|1880.0|3055.0||19670.0|||150.0||1885.0|0.0|0.0|0.0|0.0|5824.0|4730.0|5000.0|1437569.0||33200.0||220.0|1920.0|2820.0|||||||||||||
||2019|0.0|0.0|0.0|||||6670.0|||||||||||27126.0|24981.0||400.0|34080.0|25620.0|9855.0|2220.0||19660.0|1860.0|2990.0||19080.0|||150.0||1885.0|0.0|0.0|0.0|0.0|5794.0|4730.0|5000.0|1439350.0||33700.0||125.0|1930.0|2820.0|||||||||||||
||2020|0.0|0.0|0.0|||||6840.0|||||||||||27050.0|24591.0||400.0|34080.0|24595.0|9843.0|2230.0||19710.0|1870.0|2938.0||18808.0|||150.0||1885.0|0.0|0.0|0.0|0.0|5814.0|4500.0|5000.0|1439250.0||32815.0||144.0|1960.0|3020.0|||||||||||||
||2021|0.0|0.0|0.0|||||6890.0|||||||||||26917.0|24531.0||400.0|34100.0|24615.0|9885.0|2225.0||20190.0|1875.0|2950.0||18753.0|||150.0||2085.0||0.0|0.0||5625.0|4500.0|4900.0|1439200.0||33235.0||129.0|1965.0|3440.0|||||||||||||
|İzmir-35|2004|0.0|0.0|0.0|0.0|0.0|||1262960.0||12097.0|15618.0|300.0|740.0|1420406.0|1140.0||5010.0||60510.0|73030.0|2000.0||23695.0|277075.0|73060.0|104065.0|6510.0|1138705.0|14520.0|1267400.0|28000.0|235780.0|||10350.0||0.0|0.0|0.0|||38650.0|95200.0|275800.0||263700.0|110960.0||6300.0|92710.0|4670.0|1253140.0|1.157233E7|||0.0||||0.0||||
||2005|0.0|0.0|0.0|0.0|0.0|||1266960.0||12217.0|15678.0|300.0|690.0|1431086.0|1140.0||11110.0||60215.0|73030.0|2000.0||23695.0|276855.0|73125.0|103340.0|6510.0|1202855.0|14530.0|1341230.0|30000.0|237600.0|||15350.0||200.0|0.0|0.0|||38650.0|86800.0|271600.0||268000.0|111970.0||5300.0|92250.0|4670.0|1138810.0|1.179001E7|||0.0||||0.0||||
||2006|0.0|0.0|0.0|0.0|0.0|||1281260.0||16187.0|15355.0|350.0|600.0|1571836.0|1140.0||10750.0||60320.0|72680.0|2000.0||23745.0|276230.0|73175.0|99190.0|6510.0|1809205.0|15210.0|1367220.0|30000.0|238650.0|||10250.0||200.0||0.0|||38650.0|68650.0|283450.0||273600.0|113240.0||5300.0|92550.0|4770.0|986220.0|1.1994468E7|||0.0||||0.0||||
||2007|0.0|0.0|0.0|0.0|0.0|||1334440.0||16997.0|15755.0|1175.0|440.0|1572290.0|1140.0||11170.0||57160.0|67980.0|2000.0|130.0|23320.0|254375.0|67040.0|98075.0|6970.0|1878742.0|12930.0|1334050.0|20950.0|226725.0|||10060.0||200.0|0.0|0.0|||34220.0|70830.0|302800.0||280250.0|117375.0||5050.0|110510.0|9850.0|1033245.0|1.2216228E7|||0.0||||0.0||||
||2008|0.0|0.0|0.0|0.0|0.0|||1336710.0||17017.0|15775.0|1175.0|440.0|1584933.0|1140.0||17370.0||55610.0|67490.0|2000.0|130.0|22940.0|241625.0|67160.0|99387.0|6930.0|2064976.0|12880.0|1335410.0|22980.0|226328.0|||10060.0||200.0|0.0|0.0|||34170.0|70160.0|305000.0||280750.0|116820.0||5050.0|119520.0|9850.0|1068785.0|1.237421E7|||0.0||||0.0||||
||2009|0.0|0.0|0.0|0.0|0.0|||1375030.0||17140.0|15775.0|1175.0|480.0|1586400.0|1140.0||17430.0||55524.0|68310.0|2000.0|130.0|22800.0|241879.0|62290.0|96975.0|6920.0|2108685.0|22430.0|1399240.0|27880.0|230932.0|||10060.0||190.0|0.0|0.0|||34170.0|70356.0|306530.0||230900.0|118815.0||5050.0|141970.0|10500.0|1078740.0|1.322201E7|||0.0||||0.0||||
||2010|0.0|0.0|0.0|0.0|0.0|||1376930.0||17140.0|15775.0|1175.0|380.0|1560900.0|1140.0||17430.0||55549.0|63690.0|2000.0|120.0|23050.0|239969.0|79570.0|94225.0|6665.0|2109035.0|22330.0|1444720.0|14100.0|220084.0|||10060.0||190.0|0.0|0.0|||33630.0|89876.0|310830.0||218300.0|118835.0||4250.0|199500.0|10600.0|1092740.0|1.335251E7|||0.0||||0.0||||
||2011|0.0|0.0|0.0|0.0|0.0|||1378060.0||17270.0|14785.0|1175.0|420.0|1676490.0|1240.0||17430.0||56899.0|63710.0|2000.0|120.0|23070.0|227019.0|83640.0|91125.0|6616.0|2112690.0|22380.0|1457070.0|14385.0|232349.0|||10060.0||190.0|0.0|0.0|||35120.0|90056.0|310850.0||218300.0|118845.0||4250.0|233000.0|11000.0|1215890.0|1.346906E7|||0.0||||0.0||||
||2012|0.0|0.0|0.0|0.0|0.0|||1387620.0||16600.0|13485.0|1175.0|420.0|1680700.0|1240.0||18730.0||60049.0|65945.0|2000.0|100.0|24063.0|228363.0|87833.0|92495.0|6576.0|2307800.0|22610.0|1554460.0|17635.0|243559.0|||10060.0||190.0|0.0|0.0||0.0|34970.0|91136.0|342675.0||228100.0|124289.0||4250.0|297833.0|11500.0|1413766.0|1.4157731E7|||0.0||||0.0||||
||2013|0.0|0.0|0.0|0.0|0.0|||1406891.0||16240.0|12695.0|1175.0|450.0|1699000.0|1250.0||21250.0||60079.0|65955.0|2000.0|100.0|25038.0|226418.0|90381.0|92545.0|6470.0|2517826.0|22560.0|1739630.0|20466.0|240369.0|||10060.0||190.0|0.0|0.0||0.0|31790.0|115611.0|346200.0||245700.0|125316.0||4250.0|307438.0|10900.0|1563807.0|1.4437196E7|||0.0||||0.0||||
||2014|0.0|0.0|0.0|0.0|0.0|||1506571.0||11845.0|10010.0|1175.0|495.0|1693020.0|1000.0||21250.0||50939.0|33945.0|2000.0|100.0|35743.0|222220.0|86529.0|93685.0|6460.0|2975330.0|18470.0|1704730.0|21331.0|371324.0|||10080.0||189.0|0.0|0.0||0.0|31870.0|118886.0|375800.0||244620.0|153728.0||4250.0|366244.0|90400.0|1605337.0|1.4441596E7|||0.0||||0.0||||
